"doi","title","amazon_id","review_text"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book is written by the same self-serving guy who developed a computer program to help profile kids at risk of going berserk in schools. Only problem is, he didn't do any scientific validation of his work.  There are steps one needs to follow to prove the reliability and validity of such tools, and he skipped them.  <p>Now De Becker wants you to pay him to explain the obvious point that you should listen to your intuition when you think you aren't safe.  My intuition tells me that no one's wallet is safe from this guy."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","\"The book that every woman needs to survive. The book that every man needs to read to understand why women fear parking garages. The book that treats instincts with respect and teaches us how to stop worrying about phantom threats so we can feel the things we really need to be afraid of. Finally, a book that teaches, in a brief aside, what we must do to rescue budding monsters (boys) from their fate, so we will not have to fear them in the future. This book guides my practice.\", Edward S. Hume, M.D., J.D.		\"I am capable of what every other human is capable of.  This is one of the great lesson of war and life.\"	  ~Maya Angelou		Context: Violence in society, murder rate in America, homocide		\"Look squarely at someone who concernes you.  You are not easy prey, so don't act like you are.\"		The following applies to both women, men, and children, but especially women, children, and older folks.  Do not do things alone, like running in the park.  Make full use of your senses when you are alone, out and about, NOT listening to walkman, radio, or iTune.		Danger from strangers		\"We all see the signals because there is a universal code of violence.\"		We are too eager to judge and disregard our intuitive signals.		The Gift of Fear is about discovering and realizing that everyone has an intuitive signal that you should be paying attention to.  Learn to listen to your intuitive signal and differentiate that signal from fear.  Everyone is intuitive.  To say, I am not intuitive or I have no intuition, really mean you are in denial of your intuitive signal.  The signals of intuition is there.  You are intuitive.		Gut feeling, feminine intuition, survival signal, signals of intuition, it is part of human survival instinct.  Listen to it.  Pay attention.  Take constructive actions.		\"Real fear occurs in the presence of danger and will always easily link to pain or death.\"  This is a good test.  OK, there is fear.  Now, what is the danger?  How will I get hurt or die from this?		If you are afraid all the time, then you will miss the trigger of the actual fear signal that should alert you that something is wrong.  \"Relax\"		\"Children require the protection of adults, usually from adults.\"	All living things need to feel safe, and cared for, especially children, women, and the older folks.		\"Take nothing for granted when it comes to the safety of your children.\"		Rule #1: The fact that you fear something is proof that it is not happening.	Rule #2: What you fear is rarely what you think you fear - it is what you link to [the] fear.		\"Real fear is not paralyzing - it is energizing.\" (With drill, conditioning, and training, it is possible to use fear to energize us into action.)		Basic human natures:	* We seek connection with others.	* We are saddened by loss and try to avoid it.	* We dislike rejection.	* We like recognition and attention.	* We will do more to avoid pain than we will do to seek pleasure.	* We dislike ridicule and embarrassment.	* We care what others think of us.	* We seek a degree of control over our lives.		\"The truth is that every thought is preceded by a perception, every impulse is preceded by a thought, every action is preceded by an impulse, and man is not so private a being that his behavior is unseen, his patterns undetectable.\"		Messengers of Intuition:	Nagging feelings	Persistent thoughts	Humour	Wonder	Anxiety	Curiosity	Hunches	Gut feelings	Doubt	Hesitation	Suspicion	Apprehension	Fear		\"Though the world is a dangerous place, it is also a safe place.\"		I reserved all rights and permission under the	FAIR USE NOTICE. This website contains copyrighted material whose use has not been specifically authorized by the copyright owner. It is being made available without profit to those who have an interest in receiving the included information in their efforts to advance their understanding of personal worldview, for non-profit research and educational purposes only. I believe that this constitutes a 'fair use' of the copyrighted material as provided for in section 107 of the U.S. Copyright Law. If you wish to use this copyrighted material for purposes of your own that go beyond 'fair use,' you must obtain permission from the copyright owner. For more information go to: http://www.law.cornell.edu/uscode/17/107.shtml"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","My houseboy, who lies in wait, ready to ambush me as soon as I enter my apartment? My government, which keeps a constant eye on me to make sure no harm is being done to me? My God, who has lightning bolts and whipped cream pies locked and loaded for whenever I might stray too far from the straight and narrow?  No, I think it was most likely my uncle, who gave me that can of spring-loaded snakes for my sixth birthday."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book may be a useful read for many, but we really shouldn't need a book to tell us what he's trying to say.  He just reiterates simple common sense that says, \"Trust and Follow your instincts\".  <p>The author writes with a liberal political agenda.  He's anti-2nd Ammendment and pro-choice and this is displayed in the book.  It would have been nice if he could have left the politics out.<p>He does gets knocked down a couple of stars for his view on guns.  He has let a personal experience with a psycho family member cloud his judgement.  He also manages to repeat the fact that you are something like 47 times more likely to be kill with a gun if one is in your house.  Which is a true statistic, ...if your whole clan is runnin' dope.<p>Be sure to read Paxton Quigley's \"Armed and Female\" along with this book to get a balanced perspective on whether the decision to protect yourself with a firearm is right for you."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","There is something about the writing style of this book that bothers me, but I can't put my finger on it.  While it does put forth a great deal of infomation, I found it difficult to read and I am not sure why...?"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I hated this book.  It may be well written but this is not a gift.  This book just makes you more scared to live in this world.  If something is going to happen to you it will.  If you read books like this you will just be paranoid and be looking around the corner all the time looking for something to happen and then you know what something will happen.  Best to leave these kinds of books on the store shelf.  Learn the Gift of love instead of fear."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This is an excellent book for anyone who is concerned with safety -- both theirs and their family's. It explores in detail why you should pay attention when things &quot;don't seem right.&quot; But the author's conclusion at the end is just wrong. Dead wrong. After spending a couple hundred pages detailing rapes, murders, abuse and just about every other nasty thing that one human being can do to another, he suddenly does an about face and says that you shouldn't own a gun to protect yourself. What? In nearly every case he presents, the victim might have been able to avoid or escape the assault with increased awareness and understanding of their fear reaction. BUT, once they were attacked, is he suggesting that they (and we) shouldn't be able to fight back? That's just insane and absolutely counter to the rest of an otherwise fascinating and informative book."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Rory Miller recommended THE GIFT OF FEAR so I bought a copy. It reminds me of a very long infomercial.		It has some good information in it, to be sure, but the info is buried in the self-promoting blabber."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I learned several things here and I already knew quite a bit more than the average bear.  Everybody else has said it already, so I'm just chipping in to add my vote.  The writing style is loose, but appropriate for the topic."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","The author heads a security agency that supports Government agencies, public figures, and  private citizens.  Mr. de Becker discusses the  violence that his agency fights:  terrorism,  attempted assassinations,  death threats, rapes, stalkings, domestic violence, child abuse, and  children who shoot their parents.  Mr. de Becker discusses why people  perform these violent  acts, how the authorities attempt to prevent these  violent acts, and warning signals that precede  these violent acts.<p>Mr.  de Becker's book is troubling because it is an &quot;Encyclopedia of  Violent Acts&quot; that immerses  the reader in fear.  Mr. de Becker does  list advance signals indicating *when* individuals should fear for their  safety, an extremely useful discussion.  But many of Mr. de Becker's  examples concern public figures who purposefully maintain high media  visibility (e.g., celebrities and  government officials).  These  illustrative examples do not always represent the life of a private  citizen."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Becker certainly has a lot of knowledge to share about various types of violence and indicators of potential violence. It is clear that he has studied many specific cases and extensively researched behavioral patterns leading to crime. That knowledge is shared in chapters seven through thirteen of the book which I will call the \"informative chapters\".  I found those chapters very interesting as they share a lot of practical knowledge which can help women develop a better awareness of potential harm. However, what happens if a person's situation does not fit those outlined in the informative chapters?  This is where the book goes terribly wrong.  Becker proposes that we depend on fear and intuition for defense.  This goes against basic principles of self defense and teaches one to think in a very destructive manner.		Let's start with the title, \"Gift of Fear\".  Fear is an emotion and emotions are deceptive.  We developed the fear response a few hundred thousand years ago while we were hunter gatherers to help protect us from natural enemies.  In modern society, the emotion of Fear can be a real problem.  In fact, amongst the main group of distortions outlined in cognitive therapy, emotional reasoning is amongst them.  Emotional reasoning is the act of believing something to be true just because you emotionally feel that it is true (number 7 at http://www.uwec.edu/counsel/pubs/defn.htm).  This is an extremely destructive thought process that often forms a component of depression and anxiety and is strongly discouraged by an overwhelming majority of psychologists.  From a self defense perspective, emotion interferes with your perception.  A truly talented predator will play with and take advantage of the fear response.		Inside the book, the word \"Fear\" is replaced with \"Intuition\" or \"Gut Feeling\".  I might be willing to go along with the premise if the word were replaced by \"awareness\" but this book even goes as far as suggesting that premonitions can help us avoid danger.  Within the book, Becker suggests that we all have some type of psychic power to predict negative events in the future.  This brings us to another cognitive distortion called a \"Fortune Telling Error\" (which is number 5 at http://www.uwec.edu/counsel/pubs/defn.htm) which is also a main component of depression and anxiety.  So we have a book from an alleged expert who is actually condoning cognitive distortions.  He may be an expert on crime but he is certainly no expert on therapy or the martial arts.  I hope the sellers of \"The Gift of Fear\" start offering the book with a lifetime supply of Zoloft!		Six months from reading the book, after the reader has long forgotten most of the practical examples, this book offers no tools accept cognitive distortions to aid in a person's defense.  There are no mental exercises proposed and no other type of practice offered.  The martial arts teach mental techniques for defense or, even better, avoiding situations where one might need defense.  The concept is commonly called \"total awareness\" - a skill that has been taught and learned through meditation for centuries in the defensive arts.  It is the ability for one to view events just as they are, without judging them as good or bad, without emotions such as fear, and without missing the important details.  It is that ability to notice what is happening around you without being lost in thought or without being bound by emotion or intuition.  It is almost directly opposite the concepts proposed by Becker.		Read the book if you must but keep a few bottles of Xanax handy to deal with the problems you will develop by following Becker's advice."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","There were bits and pieces that I found interesting but it was a chore to finish. A lot of this, most of it actually, is what I consider common sense when out and about living life.		 I think it may help some people but I couldn't help but feel that the information in this book is something that most people would know or recognize when they interact with others."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","But we intend to do one anyway.<p>There is simply No Better Source for information on the Psychology of Personal Safety then Gavin BeBecker and The Gift of Fear. <p>READ THIS BOOK - Then read iit again !<p>Joe @ MAReviews.com"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I purchased the Kindle edition of this book, expecting that I would be able to read it on my Kindle.  Alas, the \"Kindle edition\" is only readable on the iPad or through Kindle cloud reader--not on the Kindle.		I am profoundly disappointed and irritated that my \"Kindle\" cannot access this \"Kindle edition.\"		Thanks, Amazon.  Merry Christmas to you, too."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A very good friend of mine gave me this book as a present for my birthday. After I read it, I was so inspired that I wrote a poem called \"Just for fun\" (http://www.amazon.com/Just-for-fun-ebook/dp/B007VPMJNI/ref=sr_1_2?s=digital-text&ie=UTF8&qid=1334915253&sr=1-2). I hope that all of you who will read The gift of fear will find the inner inspiration to create or to do something great. Peace"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Interesting, well worth the read.		There are some questionable statistics though, that was hard to overlook. I like the book as it to me established some thing I more or less already knew."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I received the book as a gift, and was immediately annoyed--the way I am when someone sends me one of those horrible email forwards that details the latest way rapists are attacking. My gut reaction was absolutely off base. The book is -fascinating-, filled with detail on how to determine if someone is blowing off steam or really a threat to your life. The author is authoritative and has a huge amount of experience to draw on. It's worth reading just for the stories, but I also learned a lot about how to feel more comfortable when I'm alone. Don't let the shiny, raised-letter covering fool you. This is a great gift for yourself."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin De Becker's \"The Gift of Fear\" is the most astute and fascinating dissection of human intuition that I have ever read. As far as I know, there is nothing like it anywhere. De Becker describes -- by way of personal experience and anecdotes -- how we talk ourselves out of the inexplicable suspicions and bad feelings that could be danger signals we should attend to. In case after case, he demonstrates how we actually know what is at the root of these feelings - an unexpected flash of color in a rearview mirror, a man wearing a long coat on a hot day, an attacker closing a window - cues that can save our lives if we attend to the urges that they impel us to follow. De Becker also gives us insight into the criminal mind, helping victims to analyze their experiences and helping future targets avoid being victimized. Along the way, he describes how corporations and individuals can keep merely peculiar people from becoming dangerous. The newsman who tried to rid himself of an annoying fan through intimidation ended up alienating and humiliating the fan, ultimately driving him to murder. De Becker also helps us understand how to fire unwanted employees - firmly and professionally, but by allowing them their dignity.		This book is fascinating to read and reread. The insights it provides into weird (though common) human behavior is very interesting, as is the length to which people go to talk themselves out heeding their inner voices! De Becker tells the story of a professor target by the Unabomber. This man had numerous chances to avoid opening the letter bomb that took his life, but each was rationalized away. While what happened to this man may be rare, many of us discount our feelings, considering them signs of weakness. De Becker, a man acquainted from an early age with violent behavior, might be too intense to invite to a cocktail party. Nonetheless, invite him into your life for the length of the book, and learn both about the peculiarities of our fellow humans and about the enormous and impressive gift - our intuition - that we often chose to ignore."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Everyone can find something of use in this book.  So many times, we are taught that being afraid is a sign of weakness and so, we should ignore all the signals.  The book explains the reasons for fear and shows you how to  use it for protection from danger. It also supported the course of action  that I took when dealing with a persistant and annoying suitor.  This  person helped me destroy a valuable friendship and he couldn't understand  why I no longer wanted to see him. His constant calls at work started to  frighten me because unlike most people who would get the message and leave  me alone; he would keep at it as if nothing was wrong.  Members of my  family and some of my co-workers told me to just hang up on him and not to  talk to him at all.  The author (De Becker) supports this action and  explains why.  <p>This person still calls me, but his calls are becoming  more and more infrequent and I feel so much better when I don't talk to  him.  When I tried to reason with this person, I felt miserable and  horrible.  Now, I still get a little upset, but I can still go about my  day-to-day business with little interruption.<p>De Becker addresses a  person's natural inclination to try and help a person understand your  feelings when they will not listen to you. He also tells you to trust your  instincts when dealing with these situations.  My instincts told me that  this suitor would not become violent if I just ignored him.  My instincts  proved to be right.  I have not been in physical contact with this person  for almost two years and he hasn't tried to find out my home address and  phone and he hasn't started to stalk me.  My instincts told me that he was  so desperate for my attention that he didn't care whether it was negative  or positive.  Any communication (neg. or pos.) on my part would have been  intrepreted as a sign that I wanted him and he would have been encouraged  to do more than he's doing now to contact me.  By my silence, there's no  encouragement and there's no room for him to twist my words or actions. As  this book says, people like this have many issues in their lives and when  they pursue others who are not interested in them, this is a way for them  to ignore their problems.  When you ignore them, you are forcing them to  either deal with these issues or find somebody else to bother.  <p>Also,  this book showed me the signs that would have put an immediate stop on this  suitor if I had just paid more attention.  Granted the relationship we had  was inappropriate and that should have stopped me from the beginning, but  this person gave me signals of potentially bigger problems. From the  beginning, my instincts were telling me this, but I ignored them.  The fact  that he found out my name and phone number at work without asking me, the  way he introduced himself, and the way he tried to manipulate my emotions  and make me feel guilt and obliged to him without any cause were all  warnings signs mentioned in this book.  Unforunately, I made a big mistake  with this person and I have to deal with occasional phone calls. However,  considering all the damage that I caused, I'm fortunate that annoying phone  calls every once in awhile is the only thing I have to deal with (my former  friend could have made my life so much more difficult, but she chose to be  &quot;nice&quot;).  However, one of the biggest things that this book  teaches you is that you can not always control who contacts you.  However,  if you take the appropriate actions, you can greatly minimize the chances  that a difficult situation can escalate into a serious crime."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I heard Mr. DeBecker speak on Oprah about how we have built in signals that cue us and help keep us from danger, if we allow them, and that fear is a gift.  It was interesting and I wanted to know more.  In listening to him and now the CDs, I recognize that there are times I know, just know that I should avoid something but because I don't want to make someone else feel bad, I will go with it anyway.  I bought the tapes because I wanted to hear them in detail and I wanted to give myself permission to love and care enough about myself to keep myself safe.  I also want to develop my inner sense and not be so busy that I don't pay attention.  If I am in error about the other person or event then I can apologize later.  Keeping yourself and your family safe is the most important key.  I am glad I bought it and would highly recommend The Gift of Fear, it made sense."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","First, I'll mention one of the biggest criticisms of this book:  Gavin de Becker frequently talks about his firm and the famous people he's helped. This is true, but of course, he also wrote the book, so he is going to incorporate his experiences into the writing of it.  It is my opinion that he is NOT trying to get people to \"hire\" him because really, it's not practical for an average person to hire Gavin de Becker or his firm to protect them.		That aside, I think this is an important book for any woman to read.  It really has a lot of good points, especially on unwanted attention and stalkers.  One thing he mentions that has stuck with me since is that if someone is giving you unwanted attention and trying to get YOUR attention - DON'T GIVE IT TO THEM.  Even if you ignore him or her the first ten times and finally give in on the eleventh time if only to say \"Leave me alone!\", it shows the stalker or pursuer that it takes 11 times to get a response out of you.  Another thing he recommends is NOT disconnecting your phone line, as that can anger a person, but to get ANOTHER phone line.  Obviously not everyone can afford this, but if you keep your old phone line on the most basic service possible and just have your answering machine and voicemail pick up, s/he will eventually (hopefully) get sick of talking to your voicemail. You can give all the people with whom you WANT to speak your new number and that way you won't be always worrying that s/he is calling you.		The book has a LOT of good tips and helps you really hone in on your intuition instead of being scared of everything.  If you're scared of EVERYTHING, you won't be aware of the times when you really OUGHT to be scared."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I read this book when I was a Peace Corps volunteer. Like a lot of volunteers, I was young, fresh out of college, and couldn't wait to explore the exotic new country I was in... eagerly talking to anybody and everybody, making friends, going anywhere I was invited with whoever invited me. Most of the time, I was ok. Most people really are nice.		But of course I got myself into one too many awkward, potentially dangerous situations and the Peace Corps office gave me this book. It's onhand in every country, for the benefit of male and female volunteers. We're so ready to chalk up any discomfort (or fear) we feel to language or cultural differences. After all, who wants to go to a new place and feel afraid and paranoid of everyone? We're so eager to make friends, find a niche in the community, and to be independent.  This book reminded me of the need to consider personal safety first and be the nice, friendly American girl second.		It's also a great book to read. It balances providing hard facts (strategies used by bad people, like \"forced teaming\") with useful anecdotes from the author's professional experience. The latter part of the book told about the author's work with stalkers and celebrities which was fascinating. What I especially like was that after reading the book, I felt empowered and more confident in myself, not paranoid or fearful.		I would recommend this book to everyone, male or female, but especially to young women going away for the first time maybe to college or study abroad or a class trip to, for example, Aruba."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Reading \"GIft of Fear\" helped me get out of a dangerous and potentially deadly relationship.  De Becker's lesson is simple:  you have fear for a reason.  Reading the book helps you understand the clues that an abuser gives so you can understand the fear.		I highly recommend this to anyone who's been in a threatening situation or has a friend or family member with a similar problem.  This book and De Becker literally are lifesavers."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I hesitated to read this book at first, thinking it was entirely about the  victimization of women. A friend convinced me it was a good read and once I  picked it up, I couldnt put it down.  De Becker shows through a series of  examples that people have come to ignore the basic human instict of  survival. By ignoring fear, we open ourselves to those that would do us  harm. Women and Men constantly put themselves in danger all in the name of  manners. De Becker shows that it is better to appear rude on occassion that  to be a target of violence.<p>The subject matter is captivating. The  writing style lends itself to a quick read. De Becker drives home his point  with chilling examples rather than bore the reader to tears with  meaningless psycho babble. It is an excellent commentary on human nature  and the violence that is increasingly permeating into our society.  Definately worth picking up."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book should be required reading for serious self defense courses, and for professional martial arts teachers.  In my long experience as a practicing martial artist, I have never come across a book, that is so valuable in that it can facilitate the avoidance of danger.  This book will make you feel better.  It is at times scary, but ultimately the reader feels empowered, because with the added information, one can see more options.  I have already given a couple of copies to friends, who have called back with enthusiasm, after they have read it.  The book may be lacking in a couple of areas, but that isn't a loss.  Those areas will be adressed by other books that &quot;The Gift of Fear&quot; will inspire.  I recomend this work to everyone, including people who may need psychological therapy for having a violent disposition, and that would include most of the action stars that fill the screens of our television sets and movie theaters."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This is an excellent text outlining the psychological aspect of self-defense. DeBecker writes with apparent authority on the subject and the books use of several case studies truly help the reader understand what type of mind one is dealing with in a self-defense situation against these sick minded whack jobs. I recommend the book to all my students of self-defense, regardless of their gender or age. Further, I suggest that my martial art and police students read it. The book serves as a great foundation of knowledge for those sincerely interested in self-defense and self-reliance. The pre-attack indicators are an excellent tool for avoiding and attempting to prevent personal danger. This book along with some good physical techniques of self-defense should be mandatory for all teenage girls prior to leaving home for college or work. For those of you who are serious about self-reliance and self-protection may I refer you  to my &quot;Listmania&quot; suggestions."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","this is a very good book.  i've lent it out to several of my clients and they all love it."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book is the owners manual on how to listen to your instincts and protect yourself.  It would make a great gift for every girl going off on her own for the first time."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Easy to understand, topics are well explained and everyone can relate to it.	It reduces unnecessary fear and increases confidence to trust intuition.		Depicting interesting stories this book almost reads like a thriller at times without the side effect of creating anxiety, but you certainly want to keep reading. Cleverly written. Thank you.		I am a female who experienced the signs of being stalked, thanks to the book my knowledge and confidence has increased and no one, not even myself, can deceive me in this issue and I now know how to react in critical situations."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I found this book very helpful and I plan to share it with my daughter and granddaughter.  Information in here every woman should know and at an early age."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","very enlightening...I learned a lot. I will practice these ideas in my daily routine. And share this book with family and friends."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book was highly recommended to me, and after I started reading it, I decided to buy the audio book. It was amazing to hear the connections made when violence seems to strike us from out-of-nowhere. In fact, out-of-nowhere doesn't exist.		I would recommend this to anyone!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","A MUST read book, especially for women. It will teach you about protecting yourself and the natural instinct that we forget to use. Instinct will kick in only when it needs to. Start with this book to experience our natural but forgotten gift."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I bought this book for myself and as a graduation gift for a young women. Excellent information, it should be mandatory reading for all young women."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","The Gift of Fear is a great book that explains how we all have the capability to predict violence and how we can get in touch with that instinct.  I would recommend this book to anyone who comes into contact with people!"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Do your teenager a great service by giving her this book. Pass it along to every woman in your life. This book teaches how to trust your instinct, that little feeling that something isn't quite right. It also teaches how to respond to situations when one realizes something truly isn't right. It teaches us to trust our fear and not ignore it. As women and girls, we are too often taught to be polite, to not make waves, or to give someone the benefit of the doubt.As a result,we end up ignoring our instincts in an attempt not to appear rude or paranoid. Physical danger or a crime committed against us is the all-to-often result.This book teaches that there is a right and a wrong time for politeness, and that it is never wrong to follow your instincts. I wish I'd read this book decades ago."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Mr. de Becker does an exquisite job of educating while not forcing. This book grasps you from the moment you open the cover but keeps you reading because through it, you are learning about yourself.	As a future FBI profiler this book taught me many skills I hope to use and reinforced the ones that I already knew but didn't have proof of. This book is not new news, it is just presented in a new context.	You will be glad you read this book, but most of all you'll be relieved. Relieved that you are an animal and that you have natural instincts. Instincts that provide you with the ability to protect yourself and enable you to live a life free of fear or anxiety."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This is that rare animal a book that is both fascinating and useful.  The vital life saving uses of intuition are explained brilliantly and this knowledge can apply to every corner of your life.  This is a self help book that really helps, so help yourself to it.  Good and useful advice is a rare commodity on the planet.  I strongly recommend you read it.	Eric Idle"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book is clear and concise, and it contains viable information we can all use.  I've purchased five extra copies for my friends and family"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin De Becker's book, The Gift of Fear, is such a well written, informative book that it is a shame Mr. De Becker feels he must pander to women in order to sell his book. The opening note of the book is telling of things to come. He states that &quot;when it comes to violence, women can proudly relinquish recognition in the language, because here at least, politically correct would be statistically incorrect.&quot; This statement seems a bit absurd coming from someone whose own mother shot his stepfather. De Becker might want to look at his own use of attempting to be politically correct rather than statistically correct. He certainly chooses to ignore statistics involving the homicide rates in Florida since the concealed carry laws were passed. De Becker states he met a middle-aged couple from Florida who had decided to carry a weapon for protection around the city such as at restaurants, etc. De Becker, in his anti-gun mode (which appears to be his consensus throughout the book) says it would make more sense to carry sharp tubes to give emergency tracheotomies to people who are choking. Yet, he ignores that since the inception of the concealed carry laws, homicide rates in Florida have actually dropped. Carrying his logic through to other instances, one could also say that more children die in swimming pool accidents or from overdosing on iron pills than die from guns, but I certainly don't see the government outlawing vitamins and swimming pools. Really, Mr. De Becker, with all the wonderful insight and advice you give on changing how criminals are viewed in the media, I am surprised that you would fall victim to the same narrow-minded view with regard to gun ownership. You give advice on how to size up someone who might harm you, but you seem to advocate doing nothing or in the case of battered women--going into hiding at a women's shelter. The book seems to suggest that the honorable thing to do is to render oneself defenseless, especially if you are a woman. Yes, it would be nice if there were no guns in America but that would only leave the strong to prey on the weak. Of course, the weak could turn to someone with a gun to help, perhaps the police. And Oops! I forgot, thats what we need your firm for.  Helen Smith	Knoxville, Tennessee"
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Excellent book.  Gavin De Becker talks about issues everyone needs to consider to stay safe in todays world, especially the value of one's own intuition in evaluating situations.  I highly recommend this book."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I bought this book as a result of taking a self defense course.  I found the beginning and the end to be of greater interest to me.  In the middle were a lot of examples of work place violence, but without helpful information.  Although there were helpful sections, I was disappointed overall."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","\"This book can save your life\"...I strongly believe EVERY women should go and buy or borrow this book ASAP. It is unbelievable at how brilliant this book is.		One of the things (but they're many) that really got to me was how Becker really put things in perspective. I'll never ever forget the example of the Antelope in the desert that only \"senses\" danger in a field; You've seen it on the Discovery Channel where the animals head jerks up and out of no where he runs. Then the next minute a lion or panther leaps out of it's hiding spot.		We are the only species that will ignore our built in danger detector because we don't want to come across as \"rude\". We were all raised to treat others with respect and not to come across as rude or uppity; though my experience is based on a upbringing in the south.		So here's my gift to you...		If you read this review and never go get the book always remember this. If ever you are about to get on an elevator or walking in a parking lot and you get just a tad bit of a \"something isn't right\" feeling please turn and walk away. Your conscience will TELL you when something is wrong, LISTEN to it! No matter how silly or ridiculous you may think it is.		We have all been given a gift...the gift of fear, and I'm hoping that we all (especially us ladies) learn it's always better to be safe than sorry."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","Gavin de Becker deals in a thorough way with the subject of violence, how one can predict it and also how one can protect oneself against it. The book is full of examples and many insights and leaves the reader with a much better understanding of fear and the warning that real fear communicates. It is clear from reading this book that violence doesn't just happen out of the blue, but that there are important steps that precedes the expression of violence that the attentive observer can use to protect him or herself. A very commendable read, that anyone would benefit from reading."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","I bought this book on the recommendation of several abuse support forums I am on and I am very happy I did.  Every man or woman who has been abused or think they have been abused should buy this book.  It will help figure out whether your abuser will turn violent.		It's also very informative on how to deal with stalkers as well.  Gavin de Becker really understands violence and how our insight and feelings of fear serve us if only we will listen and pay attention.		I will read this one several times and use it as a reference.  I recommend this book highly."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","This book was recommended by a presenter at a statewide safety conference in Missouri. I purchased and read the book. I believe that it will be very beneficial to our staff with regard to keeping their intuitive senses sharp. School violence is a topic of critical importance. Our district purchased enough copies to provide every staff person with their own copy. Mr. de Becker uses his experiences to tell us how to keep our senses sharp. I recently conducted a professional development session using his book as background information."
"10.1525/abt.2010.72.9.14","Signals for Survival (DVD)","0440508835","An enjoyable work, well written, easy to read and informative. Certainly suggested reading for anyone, professional or otherwise, with a concern or interest in avoiding or predicting violent behavior.  I rank it right up there as required reading along with Massad Ayoob's \"The Truth About Self Protection\" as an industry primer.  There is, however, a noticeable bias, or so it seemed to me, by De Becker against a person's right to self defense, and certainly he has some fairly liberal views as to firearms. I found that odd, in that his perceptive  insights into predicting violent behavior seem to have taken on an almost overly-sympathetic view towards the perpetrator."
